"";"gene_id";"gene_type"
"182861";"ENSG00000117560.6";"protein_coding"
"182886";"ENSG00000229785.1";"pseudogene"
"182889";"ENSG00000224228.2";"lincRNA"
"182896";"ENSG00000227177.1";"pseudogene"
"182899";"ENSG00000224000.1";"lincRNA"
"182903";"ENSG00000120337.7";"protein_coding"
"182926";"ENSG00000230849.2";"pseudogene"
"182929";"ENSG00000226375.1";"lincRNA"
"182933";"ENSG00000117586.6";"protein_coding"
"182959";"ENSG00000251817.1";"snoRNA"
"182962";"ENSG00000232751.1";"pseudogene"
"182965";"ENSG00000231615.2";"pseudogene"
"182968";"ENSG00000203739.3";"antisense"
"182976";"ENSG00000117592.8";"protein_coding"
"183000";"ENSG00000162753.10";"protein_coding"
"183131";"ENSG00000238272.1";"antisense"
"183136";"ENSG00000183831.6";"protein_coding"
"183157";"ENSG00000232113.1";"antisense"
"183161";"ENSG00000238430.1";"snoRNA"
"183164";"ENSG00000076321.6";"protein_coding"
"183237";"ENSG00000225591.2";"pseudogene"
"183240";"ENSG00000200674.1";"misc_RNA"
"183243";"ENSG00000120334.11";"protein_coding"
"183325";"ENSG00000252357.1";"misc_RNA"
"183328";"ENSG00000117593.8";"protein_coding"
"183415";"ENSG00000270084.1";"antisense"
"183418";"ENSG00000234741.3";"processed_transcript"
"183683";"ENSG00000208317.1";"snoRNA"
"183686";"ENSG00000185278.10";"protein_coding"
"183754";"ENSG00000117601.9";"protein_coding"
"183784";"ENSG00000252231.1";"rRNA"
"183787";"ENSG00000135870.7";"protein_coding"
"183928";"ENSG00000200755.1";"rRNA"
"183931";"ENSG00000236535.1";"sense_intronic"
"183935";"ENSG00000224977.1";"lincRNA"
"183939";"ENSG00000225713.4";"pseudogene"
"183944";"ENSG00000227373.1";"lincRNA"
"183963";"ENSG00000152061.17";"protein_coding"
"184378";"ENSG00000238872.1";"snoRNA"
"184381";"ENSG00000266125.1";"miRNA"
"184384";"ENSG00000237317.2";"pseudogene"
"184387";"ENSG00000203737.2";"protein_coding"
"184395";"ENSG00000223828.1";"pseudogene"
"184398";"ENSG00000231378.1";"pseudogene"
"184401";"ENSG00000237249.1";"pseudogene"
"184405";"ENSG00000223525.1";"sense_intronic"
"184409";"ENSG00000235869.1";"pseudogene"
"184412";"ENSG00000229531.1";"antisense"
"184423";"ENSG00000252552.1";"snRNA"
"184426";"ENSG00000116161.13";"protein_coding"
"184512";"ENSG00000120333.4";"protein_coding"
"184539";"ENSG00000206659.1";"misc_RNA"
"184542";"ENSG00000181101.7";"pseudogene"
"184545";"ENSG00000120332.11";"protein_coding"
"184589";"ENSG00000235750.5";"protein_coding"
"184639";"ENSG00000230687.1";"lincRNA"
"184643";"ENSG00000233946.2";"pseudogene"
"184646";"ENSG00000260990.1";"antisense"
"184653";"ENSG00000116147.12";"protein_coding"
"184767";"ENSG00000235628.1";"sense_intronic"
"184771";"ENSG00000224718.1";"lincRNA"
"184776";"ENSG00000227740.1";"lincRNA"
"184781";"ENSG00000230777.1";"pseudogene"
"184784";"ENSG00000143207.15";"protein_coding"
"185045";"ENSG00000252906.1";"snoRNA"
"185048";"ENSG00000228686.2";"antisense"
"185052";"ENSG00000236021.1";"antisense"
"185057";"ENSG00000232463.1";"pseudogene"
"185060";"ENSG00000253025.1";"snRNA"
"185063";"ENSG00000227815.2";"pseudogene"
"185068";"ENSG00000231020.1";"pseudogene"
"185071";"ENSG00000225904.1";"pseudogene"
"185074";"ENSG00000116183.6";"protein_coding"
"185152";"ENSG00000237514.2";"pseudogene"
"185157";"ENSG00000152092.11";"protein_coding"
"185385";"ENSG00000202609.2";"miRNA"
"185388";"ENSG00000198797.6";"protein_coding"
"185419";"ENSG00000222749.1";"miRNA"
"185422";"ENSG00000224968.1";"lincRNA"
"185428";"ENSG00000227579.1";"lincRNA"
"185438";"ENSG00000266393.1";"miRNA"
"185441";"ENSG00000236720.1";"lincRNA"
"185447";"ENSG00000120341.14";"protein_coding"
"185637";"ENSG00000254154.4";"processed_transcript"
"185723";"ENSG00000242193.5";"pseudogene"
"185755";"ENSG00000224687.1";"lincRNA"
"185765";"ENSG00000075391.12";"protein_coding"
"185916";"ENSG00000270575.1";"pseudogene"
"185920";"ENSG00000213058.3";"pseudogene"
"185923";"ENSG00000260938.1";"sense_overlapping"
"185926";"ENSG00000188585.6";"processed_transcript"
"185932";"ENSG00000240021.5";"protein_coding"
"186107";"ENSG00000213057.4";"protein_coding"
"186133";"ENSG00000184909.8";"protein_coding"
"186145";"ENSG00000201347.1";"rRNA"
"186148";"ENSG00000273384.1";"lincRNA"
"186151";"ENSG00000266417.1";"miRNA"
"186154";"ENSG00000273062.1";"antisense"
"186157";"ENSG00000116191.13";"protein_coding"
"186325";"ENSG00000228196.1";"pseudogene"
"186328";"ENSG00000201791.1";"snoRNA"
"186331";"ENSG00000116194.8";"protein_coding"
"186371";"ENSG00000116199.7";"protein_coding"
"186402";"ENSG00000232750.2";"pseudogene"
"186405";"ENSG00000186283.9";"protein_coding"
"186480";"ENSG00000143322.15";"protein_coding"
"186753";"ENSG00000234041.1";"pseudogene"
"186756";"ENSG00000231905.2";"pseudogene"
"186759";"ENSG00000212338.1";"snoRNA"
"186762";"ENSG00000201619.1";"snoRNA"
"186765";"ENSG00000231564.1";"pseudogene"
"186768";"ENSG00000225711.1";"pseudogene"
"186772";"ENSG00000223794.1";"pseudogene"
"186775";"ENSG00000228191.1";"pseudogene"
"186778";"ENSG00000057252.8";"protein_coding"
"186936";"ENSG00000263633.1";"misc_RNA"
"186939";"ENSG00000162779.16";"protein_coding"
"187242";"ENSG00000224620.2";"pseudogene"
"187245";"ENSG00000236539.3";"pseudogene"
"187248";"ENSG00000269064.1";"protein_coding"
"187254";"ENSG00000261250.1";"antisense"
"187258";"ENSG00000116218.8";"protein_coding"
"187299";"ENSG00000251875.1";"snRNA"
"187302";"ENSG00000227141.2";"pseudogene"
"187305";"ENSG00000261060.1";"sense_overlapping"
"187308";"ENSG00000162782.11";"protein_coding"
"187449";"ENSG00000221547.1";"miRNA"
"187452";"ENSG00000243062.1";"lincRNA"
"187459";"ENSG00000143340.6";"protein_coding"
"187475";"ENSG00000229407.1";"antisense"
"187482";"ENSG00000231966.1";"lincRNA"
"187486";"ENSG00000169905.8";"protein_coding"
"187537";"ENSG00000258664.1";"protein_coding"
"187544";"ENSG00000272906.1";"lincRNA"
"187547";"ENSG00000143337.14";"protein_coding"
"187748";"ENSG00000264916.1";"misc_RNA"
"187751";"ENSG00000261831.2";"lincRNA"
"187756";"ENSG00000260360.1";"lincRNA"
"187759";"ENSG00000135837.11";"protein_coding"
"187961";"ENSG00000235145.2";"pseudogene"
"187964";"ENSG00000223450.1";"pseudogene"
"187967";"ENSG00000261817.1";"lincRNA"
"187972";"ENSG00000116260.12";"protein_coding"
"188061";"ENSG00000121454.4";"protein_coding"
"188093";"ENSG00000230124.2";"antisense"
"188104";"ENSG00000135847.5";"protein_coding"
"188141";"ENSG00000235060.1";"pseudogene"
"188145";"ENSG00000265435.1";"miRNA"
"188148";"ENSG00000206905.1";"misc_RNA"
"188151";"ENSG00000266683.1";"miRNA"
"188154";"ENSG00000236719.2";"lincRNA"
"188159";"ENSG00000143324.9";"protein_coding"
"188239";"ENSG00000272292.1";"snRNA"
"188242";"ENSG00000266825.1";"miRNA"
"188245";"ENSG00000225857.1";"lincRNA"
"188256";"ENSG00000135835.6";"protein_coding"
"188310";"ENSG00000243155.1";"antisense"
"188314";"ENSG00000232586.1";"antisense"
"188318";"ENSG00000251520.1";"pseudogene"
"188322";"ENSG00000270711.1";"pseudogene"
"188325";"ENSG00000234237.2";"protein_coding"
"188331";"ENSG00000135823.9";"protein_coding"
"188377";"ENSG00000153029.10";"protein_coding"
"188454";"ENSG00000162783.8";"protein_coding"
"188462";"ENSG00000272198.1";"lincRNA"
"188465";"ENSG00000237292.1";"lincRNA"
"188474";"ENSG00000225359.1";"lincRNA"
"188478";"ENSG00000179452.2";"lincRNA"
"188483";"ENSG00000198216.6";"protein_coding"
"189209";"ENSG00000252977.1";"rRNA"
"189212";"ENSG00000272880.1";"lincRNA"
"189215";"ENSG00000222397.1";"misc_RNA"
"189218";"ENSG00000179930.5";"protein_coding"
"189228";"ENSG00000224810.1";"lincRNA"
"189233";"ENSG00000225982.1";"lincRNA"
"189238";"ENSG00000232309.1";"lincRNA"
"189243";"ENSG00000228918.3";"lincRNA"
"189269";"ENSG00000232096.1";"pseudogene"
"189272";"ENSG00000206764.1";"snRNA"
"189275";"ENSG00000228664.1";"pseudogene"
"189278";"ENSG00000231684.2";"pseudogene"
"189283";"ENSG00000135821.12";"protein_coding"
"189402";"ENSG00000203730.2";"protein_coding"
"189410";"ENSG00000203729.4";"lincRNA"
"189416";"ENSG00000270443.1";"pseudogene"
"189420";"ENSG00000233537.1";"pseudogene"
"189423";"ENSG00000121446.13";"protein_coding"
"189721";"ENSG00000135828.7";"protein_coding"
"189775";"ENSG00000143333.6";"protein_coding"
"189791";"ENSG00000261504.1";"lincRNA"
"189794";"ENSG00000261185.1";"lincRNA"
"189797";"ENSG00000135824.8";"protein_coding"
"189896";"ENSG00000227181.1";"lincRNA"
"189900";"ENSG00000271269.1";"pseudogene"
"189904";"ENSG00000264809.1";"miRNA"
"189907";"ENSG00000135838.9";"protein_coding"
"190108";"ENSG00000135829.12";"protein_coding"
"190213";"ENSG00000157060.10";"protein_coding"
"190295";"ENSG00000224040.1";"pseudogene"
"190298";"ENSG00000199837.1";"rRNA"
"190301";"ENSG00000226570.2";"pseudogene"
"190304";"ENSG00000176855.11";"pseudogene"
"190307";"ENSG00000264768.1";"miRNA"
"190310";"ENSG00000207472.1";"snRNA"
"190313";"ENSG00000135862.5";"protein_coding"
"190408";"ENSG00000224468.3";"antisense"
"190413";"ENSG00000058085.10";"protein_coding"
"190521";"ENSG00000157064.6";"protein_coding"
"190587";"ENSG00000233562.1";"pseudogene"
"190590";"ENSG00000232860.3";"processed_transcript"
"190603";"ENSG00000116698.16";"protein_coding"
"191029";"ENSG00000265042.1";"miRNA"
"191032";"ENSG00000116701.10";"protein_coding"
"191203";"ENSG00000270009.1";"lincRNA"
"191206";"ENSG00000162704.11";"protein_coding"
"191252";"ENSG00000143344.11";"protein_coding"
"191419";"ENSG00000173627.6";"protein_coding"
"191432";"ENSG00000270994.1";"pseudogene"
"191435";"ENSG00000227554.1";"antisense"
"191440";"ENSG00000198756.6";"protein_coding"
"191534";"ENSG00000198860.7";"protein_coding"
"191618";"ENSG00000199840.1";"misc_RNA"
"191621";"ENSG00000207080.2";"misc_RNA"
"191624";"ENSG00000231791.1";"lincRNA"
"191628";"ENSG00000244568.2";"misc_RNA"
"191631";"ENSG00000271387.1";"lincRNA"
"191634";"ENSG00000116667.8";"protein_coding"
"191667";"ENSG00000230470.1";"sense_intronic"
"191671";"ENSG00000232036.2";"pseudogene"
"191674";"ENSG00000252790.1";"snoRNA"
"191677";"ENSG00000116406.14";"protein_coding"
"191809";"ENSG00000135842.12";"protein_coding"
"191871";"ENSG00000252222.1";"snRNA"
"191874";"ENSG00000260976.1";"lincRNA"
"191878";"ENSG00000201312.1";"rRNA"
"191881";"ENSG00000121481.6";"protein_coding"
"191937";"ENSG00000232792.2";"pseudogene"
"191940";"ENSG00000121486.7";"protein_coding"
"192034";"ENSG00000116668.8";"protein_coding"
"192134";"ENSG00000231084.2";"pseudogene"
"192137";"ENSG00000213051.3";"pseudogene"
"192140";"ENSG00000201421.1";"misc_RNA"
"192143";"ENSG00000206640.1";"misc_RNA"
"192146";"ENSG00000233583.1";"pseudogene"
"192151";"ENSG00000252612.1";"misc_RNA"
"192154";"ENSG00000238061.2";"pseudogene"
"192157";"ENSG00000116679.11";"protein_coding"
"192296";"ENSG00000273004.1";"lincRNA"
"192299";"ENSG00000261024.2";"lincRNA"
"192315";"ENSG00000252407.1";"snRNA"
"192318";"ENSG00000270920.1";"pseudogene"
"192321";"ENSG00000228309.2";"lincRNA"
"192341";"ENSG00000207108.1";"misc_RNA"
"192344";"ENSG00000201596.1";"misc_RNA"
"192347";"ENSG00000261729.1";"lincRNA"
"192351";"ENSG00000143341.7";"protein_coding"
"192824";"ENSG00000224691.1";"antisense"
"192828";"ENSG00000116690.7";"protein_coding"
"193000";"ENSG00000047410.9";"protein_coding"
"193162";"ENSG00000202025.1";"snRNA"
"193165";"ENSG00000157181.10";"protein_coding"
"193297";"ENSG00000268662.1";"protein_coding"
"193308";"ENSG00000262180.1";"protein_coding"
"193316";"ENSG00000116703.12";"protein_coding"
"193360";"ENSG00000229739.1";"antisense"
"193364";"ENSG00000273198.1";"lincRNA"
"193367";"ENSG00000228238.1";"pseudogene"
"193370";"ENSG00000233196.2";"pseudogene"
"193373";"ENSG00000073756.7";"protein_coding"
"193441";"ENSG00000273129.1";"lincRNA"
"193444";"ENSG00000116711.8";"protein_coding"
"193531";"ENSG00000236030.1";"lincRNA"
"193537";"ENSG00000231599.1";"lincRNA"
"193545";"ENSG00000272827.1";"lincRNA"
"193548";"ENSG00000271558.1";"pseudogene"
"193552";"ENSG00000228012.1";"pseudogene"
"193555";"ENSG00000225462.1";"pseudogene"
"193558";"ENSG00000230426.1";"lincRNA"
"193563";"ENSG00000236401.1";"pseudogene"
"193568";"ENSG00000223847.1";"pseudogene"
"193571";"ENSG00000150732.8";"pseudogene"
"193574";"ENSG00000222240.1";"misc_RNA"
"193577";"ENSG00000261182.1";"lincRNA"
"193580";"ENSG00000224278.1";"pseudogene"
"193583";"ENSG00000225006.1";"lincRNA"
"193589";"ENSG00000235083.1";"pseudogene"
"193592";"ENSG00000231022.1";"pseudogene"
"193595";"ENSG00000237283.1";"lincRNA"
"193599";"ENSG00000238054.1";"lincRNA"
"193603";"ENSG00000226486.1";"lincRNA"
"193607";"ENSG00000271036.1";"pseudogene"
"193610";"ENSG00000226196.1";"pseudogene"
"193613";"ENSG00000252553.1";"rRNA"
"193616";"ENSG00000232212.1";"lincRNA"
"193622";"ENSG00000238270.1";"lincRNA"
"193626";"ENSG00000230987.2";"pseudogene"
"193629";"ENSG00000162670.8";"protein_coding"
"193680";"ENSG00000225811.1";"antisense"
"193687";"ENSG00000237457.2";"lincRNA"
"193694";"ENSG00000241505.1";"lincRNA"
"193698";"ENSG00000231175.1";"lincRNA"
"193705";"ENSG00000236025.1";"pseudogene"
"193708";"ENSG00000238108.1";"pseudogene"
"193711";"ENSG00000228020.2";"pseudogene"
"193714";"ENSG00000261642.1";"lincRNA"
"193717";"ENSG00000271187.1";"pseudogene"
"193720";"ENSG00000233882.2";"lincRNA"
"193724";"ENSG00000223344.1";"lincRNA"
"193731";"ENSG00000228215.2";"lincRNA"
"193739";"ENSG00000150681.5";"protein_coding"
"193772";"ENSG00000226723.2";"pseudogene"
"193775";"ENSG00000236792.1";"pseudogene"
"193778";"ENSG00000253148.1";"protein_coding"
"193794";"ENSG00000221145.1";"miRNA"
"193797";"ENSG00000232498.1";"antisense"
"193801";"ENSG00000236069.1";"lincRNA"
"193806";"ENSG00000090104.7";"protein_coding"
"193849";"ENSG00000127074.10";"protein_coding"
"193896";"ENSG00000231767.2";"pseudogene"
"193901";"ENSG00000228687.1";"pseudogene"
"193905";"ENSG00000226814.2";"pseudogene"
"193908";"ENSG00000116741.6";"protein_coding"
"193937";"ENSG00000223075.1";"misc_RNA"
"193940";"ENSG00000234871.1";"lincRNA"
"193944";"ENSG00000234473.1";"pseudogene"
"193947";"ENSG00000116750.9";"protein_coding"
"194260";"ENSG00000238754.1";"snoRNA"
"194263";"ENSG00000116747.8";"protein_coding"
"194490";"ENSG00000272579.1";"antisense"
"194493";"ENSG00000023572.4";"protein_coding"
"194525";"ENSG00000134371.9";"protein_coding"
"194577";"ENSG00000221680.1";"miRNA"
"194580";"ENSG00000162630.5";"protein_coding"
"194590";"ENSG00000232077.1";"lincRNA"
"194596";"ENSG00000226640.2";"lincRNA"
"194601";"ENSG00000237011.1";"lincRNA"
"194606";"ENSG00000252241.1";"snoRNA"
"194609";"ENSG00000237213.2";"pseudogene"
"194612";"ENSG00000227240.1";"lincRNA"
"194617";"ENSG00000233057.1";"pseudogene"
"194620";"ENSG00000231714.1";"lincRNA"
"194624";"ENSG00000251813.1";"snRNA"
"194627";"ENSG00000228167.1";"pseudogene"
"194630";"ENSG00000265108.1";"miRNA"
"194633";"ENSG00000227421.1";"lincRNA"
"194637";"ENSG00000162687.12";"protein_coding"
"194993";"ENSG00000265986.1";"miRNA"
"194996";"ENSG00000000971.11";"protein_coding"
"195118";"ENSG00000116785.9";"protein_coding"
"195188";"ENSG00000244414.2";"protein_coding"
"195231";"ENSG00000080910.7";"protein_coding"
"195294";"ENSG00000134365.8";"protein_coding"
"195373";"ENSG00000134389.8";"protein_coding"
"195424";"ENSG00000143278.3";"protein_coding"
"195458";"ENSG00000066279.12";"protein_coding"
"195630";"ENSG00000235748.1";"pseudogene"
"195633";"ENSG00000177888.7";"protein_coding"
"195671";"ENSG00000134376.10";"protein_coding"
"195890";"ENSG00000237861.1";"pseudogene"
"195893";"ENSG00000221879.3";"pseudogene"
"195896";"ENSG00000230260.1";"antisense"
"195902";"ENSG00000213047.7";"protein_coding"
"196123";"ENSG00000207139.1";"misc_RNA"
"196126";"ENSG00000213046.4";"pseudogene"
"196131";"ENSG00000235582.2";"pseudogene"
"196134";"ENSG00000233040.2";"pseudogene"
"196137";"ENSG00000224901.1";"antisense"
"196141";"ENSG00000203724.6";"protein_coding"
"196166";"ENSG00000143355.11";"protein_coding"
"196266";"ENSG00000151414.10";"protein_coding"
"196372";"ENSG00000232824.1";"pseudogene"
"196375";"ENSG00000151418.7";"protein_coding"
"196443";"ENSG00000223881.1";"lincRNA"
"196447";"ENSG00000081237.14";"protein_coding"
"197011";"ENSG00000261573.1";"antisense"
"197016";"ENSG00000236278.2";"pseudogene"
"197020";"ENSG00000229989.3";"lincRNA"
"197031";"ENSG00000207975.1";"miRNA"
"197034";"ENSG00000207759.1";"miRNA"
"197037";"ENSG00000227747.2";"pseudogene"
"197040";"ENSG00000225172.1";"lincRNA"
"197049";"ENSG00000233410.1";"lincRNA"
"197054";"ENSG00000235492.1";"lincRNA"
"197059";"ENSG00000231718.1";"lincRNA"
"197065";"ENSG00000239006.1";"miRNA"
"197068";"ENSG00000228190.2";"pseudogene"
"197071";"ENSG00000236468.1";"pseudogene"
"197074";"ENSG00000263805.1";"miRNA"
"197077";"ENSG00000231984.1";"pseudogene"
"197080";"ENSG00000228530.1";"pseudogene"
"197084";"ENSG00000200139.1";"snRNA"
"197087";"ENSG00000229747.1";"pseudogene"
"197090";"ENSG00000202491.1";"snRNA"
"197093";"ENSG00000202329.1";"snRNA"
"197096";"ENSG00000116833.9";"protein_coding"
"197185";"ENSG00000252860.1";"snRNA"
"197188";"ENSG00000221403.1";"miRNA"
"197191";"ENSG00000229220.1";"pseudogene"
"197194";"ENSG00000233827.1";"pseudogene"
"197199";"ENSG00000273093.1";"lincRNA"
"197202";"ENSG00000213045.3";"pseudogene"
"197205";"ENSG00000203721.1";"lincRNA"
"197217";"ENSG00000162702.7";"protein_coding"
"197247";"ENSG00000230623.2";"lincRNA"
"197251";"ENSG00000118193.7";"protein_coding"
"197317";"ENSG00000118197.9";"protein_coding"
"197443";"ENSG00000260088.1";"lincRNA"
"197448";"ENSG00000118200.10";"protein_coding"
"197593";"ENSG00000231333.2";"pseudogene"
"197596";"ENSG00000170128.2";"protein_coding"
"197604";"ENSG00000163362.6";"protein_coding"
"197693";"ENSG00000233217.1";"pseudogene"
"197713";"ENSG00000201032.1";"snRNA"
"197716";"ENSG00000116852.10";"protein_coding"
"198019";"ENSG00000229191.1";"lincRNA"
"198026";"ENSG00000234132.1";"antisense"
"198032";"ENSG00000081248.6";"protein_coding"
"198217";"ENSG00000232237.2";"protein_coding"
"198235";"ENSG00000116857.12";"protein_coding"
"198387";"ENSG00000163395.12";"protein_coding"
"198633";"ENSG00000229821.1";"antisense"
"198637";"ENSG00000081277.7";"protein_coding"
"198747";"ENSG00000118194.14";"protein_coding"
"199288";"ENSG00000159166.9";"protein_coding"
"199366";"ENSG00000159173.14";"protein_coding"
"199499";"ENSG00000227048.2";"pseudogene"
"199502";"ENSG00000224818.1";"lincRNA"
"199506";"ENSG00000174307.5";"protein_coding"
"199534";"ENSG00000159176.9";"protein_coding"
"199712";"ENSG00000224536.1";"antisense"
"199716";"ENSG00000223396.2";"lincRNA"
"199720";"ENSG00000242150.2";"pseudogene"
"199723";"ENSG00000269690.1";"protein_coding"
"199730";"ENSG00000134369.11";"protein_coding"
"200190";"ENSG00000236390.1";"antisense"
"200194";"ENSG00000231871.1";"antisense"
"200207";"ENSG00000264802.1";"miRNA"
"200210";"ENSG00000235121.1";"antisense"
"200214";"ENSG00000200942.1";"snRNA"
"200217";"ENSG00000221028.1";"miRNA"
"200220";"ENSG00000198700.5";"protein_coding"
"200298";"ENSG00000198892.6";"protein_coding"
"200323";"ENSG00000223774.1";"antisense"
"200332";"ENSG00000163431.11";"protein_coding"
"200344";"ENSG00000134375.6";"protein_coding"
"200378";"ENSG00000206637.1";"snoRNA"
"200381";"ENSG00000238003.1";"pseudogene"
"200384";"ENSG00000176393.6";"protein_coding"
"200527";"ENSG00000273478.1";"antisense"
"200530";"ENSG00000234678.1";"antisense"
"200537";"ENSG00000163435.11";"protein_coding"
"200645";"ENSG00000249007.1";"sense_intronic"
"200649";"ENSG00000232296.1";"pseudogene"
"200652";"ENSG00000235811.1";"pseudogene"
"200655";"ENSG00000227109.1";"pseudogene"
"200658";"ENSG00000170075.8";"protein_coding"
"200668";"ENSG00000143862.3";"protein_coding"
"200696";"ENSG00000143851.11";"protein_coding"
"201041";"ENSG00000243323.1";"pseudogene"
"201102";"ENSG00000133067.13";"protein_coding"
"201301";"ENSG00000238571.1";"snoRNA"
"201304";"ENSG00000239046.1";"snoRNA"
"201307";"ENSG00000077152.5";"protein_coding"
"201338";"ENSG00000077157.16";"protein_coding"
